,Nombre del jugador,Posición,Equipo,Edad,Minutos jugados,Goles anotados,Asistencias anotadas,Goles anotados esperados,Goles encajados (Porteros),Paradas (Porteros),Porterías a cero (Porteros),Goles encajados jugando,Goles encajados esperados,Valor de Mercado,Liga
1223,Suso,4,19,24.0,3018.0,7.0,10.0,4.2,0.0,0.0,0.0,0.0,0.0,33000000,3
1224,Cristian Zapata,2,19,31.0,1026.0,0.0,0.0,0.2,0.0,0.0,0.0,9.0,9.6,2000000,3
1225,Kevin Bonifazi,2,79,22.0,2301.0,2.0,1.0,0.6,0.0,0.0,0.0,39.0,36.1,5500000,3
1226,Thiago Cionek,2,79,32.0,2542.0,0.0,3.0,1.4,0.0,0.0,0.0,42.0,37.0,800000,3
1227,Mohamed Fares,2,79,22.0,2949.0,3.0,0.0,2.9,0.0,0.0,0.0,45.0,42.3,6000000,3
1228,Sergio Floccari,4,79,36.0,976.0,3.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,300000,3
1229,Marko Jankovic,2,79,23.0,54.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,1800000,3
1230,Jasmin Kurtic,3,79,29.0,2557.0,6.0,5.0,3.9,0.0,0.0,0.0,0.0,0.0,6000000,3
1231,Manuel Lazzari,2,79,24.0,2835.0,0.0,8.0,1.4,0.0,0.0,0.0,43.0,41.0,18000000,3
1232,Simone Missiroli,3,79,32.0,2741.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2000000,3
1233,Gabriele Moncini,3,79,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,3
1234,Alessandro Murgia,3,79,21.0,1072.0,0.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,5000000,3
1235,Alberto Paloschi,4,79,28.0,863.0,2.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,2000000,3
1236,Andrea Petagna,4,79,23.0,3031.0,16.0,1.0,13.5,0.0,0.0,0.0,0.0,0.0,20000000,3
1237,Vasco Regini,2,79,27.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1400000,3
1238,Mirko Valdifiori,3,79,32.0,668.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,500000,3
1239,Mattia Valoti,3,79,24.0,1222.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1000000,3
1240,Francesco Vicari,2,79,23.0,2335.0,2.0,1.0,0.5,0.0,0.0,0.0,37.0,35.1,5000000,3
1241,Francesco Cassata,3,101,21.0,1124.0,2.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,3500000,3
1242,Paolo Ghiglione,2,101,21.0,514.0,1.0,0.0,0.5,0.0,0.0,0.0,11.0,9.1,2500000,3
1243,Edoardo Goldaniga,2,101,24.0,2610.0,1.0,1.0,2.0,0.0,0.0,0.0,56.0,49.6,2000000,3
1244,Andrea Pinamonti,4,101,19.0,1625.0,5.0,3.0,6.5,0.0,0.0,0.0,0.0,0.0,15000000,3
1245,Bartosz Salamon,2,101,27.0,1725.0,0.0,0.0,0.8,0.0,0.0,0.0,32.0,31.1,800000,3
1246,Marco Sportiello,1,101,26.0,3150.0,0.0,0.0,0.0,64.0,138.0,8.0,0.0,0.0,4000000,3
1247,Gabriele Corbo,2,76,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000,3
1248,Mattia Destro,4,76,27.0,493.0,4.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,3500000,3
1249,Mitchell Dijks,2,76,25.0,2023.0,1.0,0.0,0.4,0.0,0.0,0.0,34.0,27.3,5000000,3
1250,Blerim Dzemaili,3,76,32.0,1750.0,1.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,1000000,3
1251,Ladislav Krejci,2,76,26.0,1065.0,0.0,3.0,0.5,0.0,0.0,0.0,22.0,18.7,2750000,3
1252,Federico Mattiello,2,76,23.0,1333.0,1.0,1.0,0.6,0.0,0.0,0.0,20.0,20.4,2500000,3
1253,Ibrahima Mbaye,2,76,23.0,2010.0,2.0,0.0,2.7,0.0,0.0,0.0,26.0,27.1,3000000,3
1254,Riccardo Orsolini,4,76,21.0,1964.0,8.0,5.0,5.1,0.0,0.0,0.0,0.0,0.0,20000000,3
1255,Rodrigo Palacio,4,76,36.0,2329.0,3.0,6.0,5.3,0.0,0.0,0.0,0.0,0.0,500000,3
1256,Nehuen Paz,2,76,25.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,400000,3
1257,Andrea Poli,3,76,28.0,1932.0,4.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,3000000,3
1258,Erick Pulgar,3,76,24.0,2357.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,14000000,3
1259,Nicola Sansone,4,76,26.0,1139.0,2.0,4.0,1.7,0.0,0.0,0.0,0.0,0.0,7500000,3
1260,Federico Santander,4,76,27.0,2065.0,8.0,3.0,8.6,0.0,0.0,0.0,0.0,0.0,6000000,3
1261,Lukasz Skorupski,1,76,27.0,3420.0,0.0,0.0,0.0,56.0,118.0,10.0,0.0,0.0,7000000,3
1262,Mattias Svanberg,3,76,19.0,1176.0,0.0,3.0,1.2,0.0,0.0,0.0,0.0,0.0,4000000,3
1263,Bryan Cristante,3,29,23.0,2425.0,4.0,3.0,3.8,0.0,0.0,0.0,0.0,0.0,25000000,3
1264,Edin Dzeko,4,29,32.0,2579.0,9.0,6.0,14.5,0.0,0.0,0.0,0.0,0.0,14000000,3
1265,Federico Fazio,2,29,31.0,2806.0,5.0,0.0,2.5,0.0,0.0,0.0,38.0,42.8,6000000,3
1266,Alessandro Florenzi,2,29,27.0,2180.0,3.0,2.0,2.2,0.0,0.0,0.0,28.0,31.9,25000000,3
1267,Juan Jesus,2,29,27.0,1403.0,1.0,0.0,0.7,0.0,0.0,0.0,21.0,21.0,9000000,3
1268,Justin Kluivert,4,29,19.0,1341.0,1.0,6.0,1.3,0.0,0.0,0.0,0.0,0.0,23000000,3
1269,Aleksandar Kolarov,2,29,32.0,2906.0,8.0,2.0,5.0,0.0,0.0,0.0,41.0,45.7,8000000,3
1270,Antonio Mirante,1,29,35.0,990.0,0.0,0.0,0.0,6.0,31.0,6.0,0.0,0.0,800000,3
1271,Robin Olsen,1,29,28.0,2430.0,0.0,0.0,0.0,42.0,85.0,4.0,0.0,0.0,7500000,3
1272,Javier Pastore,3,29,29.0,597.0,3.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,15000000,3
1273,Lorenzo Pellegrini,3,29,22.0,1821.0,2.0,3.0,4.2,0.0,0.0,0.0,0.0,0.0,40000000,3
1274,Diego Perotti,4,29,30.0,668.0,5.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,12000000,3
1275,Davide Santon,2,29,27.0,1009.0,0.0,1.0,0.1,0.0,0.0,0.0,17.0,16.3,5000000,3
1276,Cengiz Under,4,29,21.0,1375.0,3.0,7.0,2.4,0.0,0.0,0.0,0.0,0.0,35000000,3
1277,Nicolo Zaniolo,3,29,19.0,1766.0,4.0,2.0,4.4,0.0,0.0,0.0,0.0,0.0,40000000,3
1278,David Abraham,2,64,32.0,1420.0,0.0,0.0,0.8,0.0,0.0,0.0,29.0,26.6,2500000,4
1279,Timothy Chandler,2,64,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4000000,4
1280,Danny Da Costa,2,64,25.0,3033.0,2.0,4.0,3.6,0.0,0.0,0.0,48.0,50.5,15000000,4
1281,Simon Falette,2,64,26.0,600.0,0.0,0.0,0.1,0.0,0.0,0.0,14.0,11.3,4000000,4
1282,Gelson Fernandes,3,64,31.0,2225.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1500000,4
1283,Mijat Gacinovic,3,64,23.0,1626.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,11000000,4
1284,Jonathan De Guzman,3,64,30.0,1564.0,3.0,6.0,3.2,0.0,0.0,0.0,0.0,0.0,2500000,4
1285,Makoto Hasebe,2,64,34.0,2520.0,0.0,0.0,0.1,0.0,0.0,0.0,37.0,42.0,1000000,4
1286,Filip Kostic,2,64,25.0,2956.0,6.0,10.0,4.5,0.0,0.0,0.0,46.0,48.3,38000000,4
1287,Goncalo Paciencia,4,64,23.0,390.0,3.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,9000000,4
1288,Sebastian Rode,3,64,27.0,923.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5000000,4
1289,Marco Russ,2,64,32.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.7,750000,4
1290,Frederik Ronnow,1,64,25.0,123.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1500000,4
1291,Lucas Torro,3,64,24.0,560.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3500000,4
1292,Almamy Toure,2,64,22.0,519.0,0.0,0.0,0.1,0.0,0.0,0.0,11.0,8.7,6500000,4
1293,Kevin Trapp,1,64,28.0,2937.0,0.0,0.0,0.0,48.0,111.0,8.0,0.0,0.0,10000000,4
1294,Amir Abrashi,3,65,28.0,790.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2500000,4
1295,Mark Flekken,1,65,25.0,90.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,600000,4
1296,Mike Frantz,3,65,31.0,2216.0,2.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,1000000,4
1297,Jerôme Gondorf,3,65,30.0,1296.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1500000,4
1298,Manuel Gulde,2,65,27.0,1712.0,1.0,0.0,0.9,0.0,0.0,0.0,31.0,34.7,4000000,4
1299,Christian Gunter,2,65,25.0,2879.0,0.0,5.0,1.2,0.0,0.0,0.0,57.0,56.8,9000000,4
1300,Janik Haberer,3,65,24.0,2340.0,1.0,3.0,1.3,0.0,0.0,0.0,0.0,0.0,10000000,4
1301,Dominique Heintz,2,65,24.0,3053.0,1.0,1.0,0.8,0.0,0.0,0.0,61.0,61.1,7500000,4
1302,Nicolas Hofler,3,65,28.0,1615.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4000000,4
1303,Lucas Holer,4,65,24.0,1006.0,4.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3000000,4
1304,Robin Koch,3,65,22.0,1901.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10000000,4
1305,Lukas Kubler,2,65,25.0,1184.0,0.0,2.0,0.2,0.0,0.0,0.0,15.0,16.5,2500000,4
1306,Philipp Lienhart,2,65,22.0,614.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,10.1,7000000,4
1307,Florian Niederlechner,4,65,27.0,970.0,4.0,1.0,4.6,0.0,0.0,0.0,0.0,0.0,5000000,4
1308,Nils Petersen,4,65,29.0,1929.0,10.0,3.0,7.2,0.0,0.0,0.0,0.0,0.0,8000000,4
1309,Yoric Ravet,4,65,28.0,75.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1250000,4
1310,Roland Sallai,3,65,21.0,527.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4500000,4
1311,Keven Schlotterbeck,2,65,21.0,773.0,0.0,0.0,0.2,0.0,0.0,0.0,21.0,17.8,1000000,4
1312,Nico Schlotterbeck,2,65,18.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.7,2500000,4
1313,Alexander Schwolow,1,65,26.0,2970.0,0.0,1.0,0.0,60.0,110.0,5.0,0.0,0.0,9000000,4
1314,Marco Terrazzino,3,65,27.0,517.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1500000,4
1315,Luca Waldschmidt,4,65,22.0,1717.0,9.0,1.0,7.9,0.0,0.0,0.0,0.0,0.0,20000000,4
1316,Tyler Adams,3,15,19.0,721.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,13000000,4
1317,Matheus Cunha,4,15,19.0,853.0,2.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,15000000,4
1318,Diego Demme,3,15,26.0,2055.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,17000000,4
1319,Emil Forsberg,3,15,26.0,1249.0,4.0,7.0,4.8,0.0,0.0,0.0,0.0,0.0,25000000,4
1320,Peter Gulacsi,1,15,28.0,2925.0,0.0,0.0,0.0,27.0,91.0,15.0,0.0,0.0,12000000,4
1321,Amadou Haidara,3,15,20.0,378.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,20000000,4
1322,Marcel Halstenberg,2,15,26.0,2414.0,3.0,6.0,3.6,0.0,0.0,0.0,18.0,30.2,22000000,4
1323,Stefan Ilsanker,2,15,29.0,933.0,0.0,0.0,0.5,0.0,0.0,0.0,9.0,11.7,3000000,4
1324,Kevin Kampl,3,15,27.0,2113.0,2.0,5.0,1.8,0.0,0.0,0.0,0.0,0.0,22000000,4
1325,Lukas Klostermann,2,15,22.0,2003.0,5.0,1.0,2.0,0.0,0.0,0.0,21.0,28.2,30000000,4
1326,Ibrahima Konate,2,15,19.0,2431.0,1.0,1.0,1.7,0.0,0.0,0.0,25.0,33.8,45000000,4
1327,Konrad Laimer,3,15,21.0,1874.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,17000000,4
1328,Nordi Mukiele,2,15,20.0,1225.0,1.0,1.0,0.4,0.0,0.0,0.0,11.0,14.7,22000000,4
1329,Yvon Mvogo,1,15,24.0,135.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3000000,4
1330,Willi Orban,2,15,25.0,2049.0,4.0,0.0,4.5,0.0,0.0,0.0,15.0,26.5,20000000,4
1331,Yussuf Poulsen,4,15,24.0,2451.0,15.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,35000000,4
1332,Marcel Sabitzer,3,15,24.0,2352.0,4.0,3.0,5.1,0.0,0.0,0.0,0.0,0.0,30000000,4
1333,Marcelo Saracchi,2,15,20.0,653.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,10.3,10000000,4
1334,Dayot Upamecano,2,15,19.0,1293.0,0.0,0.0,0.9,0.0,0.0,0.0,17.0,17.3,40000000,4
1335,Timo Werner,4,15,22.0,2509.0,16.0,7.0,17.5,0.0,0.0,0.0,0.0,0.0,65000000,4
1336,Manuel Akanji,2,14,23.0,2205.0,1.0,0.0,0.5,0.0,0.0,0.0,35.0,30.3,40000000,4
1337,Paco Alcacer,4,14,24.0,1211.0,18.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,50000000,4
1338,Jacob Bruun Larsen,4,14,19.0,1265.0,2.0,2.0,3.3,0.0,0.0,0.0,0.0,0.0,15000000,4
1339,Roman Burki,1,14,27.0,2880.0,0.0,0.0,0.0,40.0,88.0,10.0,0.0,0.0,14000000,4
1340,Mahmoud Dahoud,3,14,22.0,697.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,10000000,4
1341,Thomas Delaney,3,14,26.0,2283.0,3.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,27000000,4
1342,Mario Gotze,4,14,26.0,1674.0,7.0,7.0,4.7,0.0,0.0,0.0,0.0,0.0,22000000,4
1343,Raphael Guerreiro,4,14,24.0,1527.0,2.0,6.0,2.8,0.0,0.0,0.0,0.0,0.0,25000000,4
1344,Achraf Hakimi,2,14,19.0,1740.0,2.0,4.0,1.7,0.0,0.0,0.0,23.0,20.7,30000000,4
1345,Marwin Hitz,1,14,30.0,180.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2500000,4
1346,Lukasz Piszczek,2,14,33.0,1756.0,1.0,6.0,0.5,0.0,0.0,0.0,23.0,23.4,3000000,4
1347,Marco Reus,3,14,29.0,2316.0,17.0,8.0,15.7,0.0,0.0,0.0,0.0,0.0,50000000,4
1348,Jadon Sancho,4,14,18.0,2461.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,100000000,4
1349,Marcel Schmelzer,2,14,30.0,566.0,0.0,1.0,0.2,0.0,0.0,0.0,9.0,6.2,2500000,4
1350,Omer Toprak,2,14,29.0,236.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,1.6,5000000,4
1351,Julian Weigl,2,14,22.0,1455.0,1.0,0.0,0.2,0.0,0.0,0.0,23.0,21.3,25000000,4
1352,Axel Witsel,3,14,29.0,2873.0,4.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,32000000,4
1353,Marius Wolf,2,14,23.0,828.0,1.0,0.0,0.5,0.0,0.0,0.0,9.0,10.2,8000000,4
1354,Dan-Axel Zagadou,2,14,19.0,1267.0,2.0,0.0,1.4,0.0,0.0,0.0,21.0,18.4,28000000,4
1355,Kevin Akpoguma,2,32,23.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.3,4000000,4
1356,Nadiem Amiri,3,32,21.0,754.0,3.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,15000000,4
1357,Oliver Baumann,1,32,28.0,2970.0,0.0,1.0,0.0,51.0,116.0,5.0,0.0,0.0,8000000,4
1358,Christoph Baumgartner,3,32,18.0,85.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,800000,4
1359,Ishak Belfodil,4,32,26.0,1863.0,16.0,3.0,12.3,0.0,0.0,0.0,0.0,0.0,15000000,4
1360,Ermin Bicakcic,2,32,28.0,1790.0,1.0,2.0,1.5,0.0,0.0,0.0,30.0,30.7,4000000,4
1361,Leonardo Bittencourt,3,32,24.0,1069.0,1.0,3.0,2.6,0.0,0.0,0.0,0.0,0.0,7000000,4
1362,Joshua Brenet,2,32,24.0,906.0,2.0,1.0,1.7,0.0,0.0,0.0,14.0,14.5,4500000,4
1363,Kerem Demirbay,3,32,25.0,2017.0,4.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,32000000,4
1364,Dennis Geiger,3,32,20.0,246.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,8500000,4
1365,Vincenzo Grifo,3,32,25.0,335.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,9000000,4
1366,Florian Grillitsch,3,32,22.0,2394.0,0.0,3.0,1.3,0.0,0.0,0.0,0.0,0.0,22000000,4
1367,Benjamin Hubner,2,32,29.0,813.0,0.0,0.0,0.7,0.0,0.0,0.0,13.0,12.9,7000000,4
1368,Pavel Kaderabek,2,32,26.0,2509.0,3.0,4.0,3.8,0.0,0.0,0.0,40.0,43.1,20000000,4
1369,Andrej Kramaric,3,32,27.0,2396.0,17.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,38000000,4
1370,Stefan Posch,2,32,21.0,1402.0,0.0,0.0,0.3,0.0,0.0,0.0,22.0,20.9,9000000,4
1371,Lukas Rupp,3,32,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000,4
1372,Nico Schulz,2,32,25.0,2537.0,1.0,5.0,2.3,0.0,0.0,0.0,48.0,45.0,25000000,4
1373,Adam Szalai,4,32,30.0,1627.0,6.0,3.0,9.6,0.0,0.0,0.0,0.0,0.0,3000000,4
1374,Kevin Vogt,2,32,26.0,2391.0,0.0,0.0,0.2,0.0,0.0,0.0,39.0,38.6,12000000,4
1375,Steven Zuber,3,32,26.0,571.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,7000000,4
1376,David Alaba,2,9,26.0,2530.0,3.0,3.0,3.2,0.0,0.0,0.0,27.0,23.6,55000000,4
1377,Jerôme Boateng,2,9,29.0,1693.0,0.0,2.0,0.6,0.0,0.0,0.0,17.0,15.2,15000000,4
1378,Kingsley Coman,4,9,22.0,1378.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,60000000,4
1379,Alphonso Davies,3,9,17.0,80.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,15000000,4
1380,Serge Gnabry,4,9,23.0,1762.0,10.0,5.0,9.4,0.0,0.0,0.0,0.0,0.0,60000000,4
1381,Leon Goretzka,3,9,23.0,2023.0,8.0,4.0,6.3,0.0,0.0,0.0,0.0,0.0,50000000,4
1382,Mats Hummels,2,9,29.0,1775.0,1.0,1.0,2.4,0.0,0.0,0.0,19.0,16.7,35000000,4
1383,Joshua Kimmich,2,9,23.0,3060.0,2.0,13.0,2.2,0.0,0.0,0.0,32.0,27.2,70000000,4
1384,Robert Lewandowski,4,9,29.0,2957.0,22.0,7.0,30.7,0.0,0.0,0.0,0.0,0.0,65000000,4
1385,Javi Martinez,3,9,29.0,1309.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,27000000,4
1386,Thomas Muller,3,9,28.0,2378.0,6.0,9.0,9.3,0.0,0.0,0.0,0.0,0.0,35000000,4
1387,Manuel Neuer,1,9,32.0,2302.0,0.0,0.0,0.0,23.0,34.0,10.0,0.0,0.0,18000000,4
1388,Niklas Sule,2,9,22.0,2654.0,2.0,0.0,1.5,0.0,0.0,0.0,29.0,22.7,60000000,4
1389,Corentin Tolisso,3,9,23.0,52.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,40000000,4
1390,Sven Ulreich,1,9,29.0,758.0,0.0,0.0,0.0,9.0,14.0,2.0,0.0,0.0,4500000,4
1391,Lucas Alario,4,17,25.0,1265.0,9.0,3.0,6.7,0.0,0.0,0.0,0.0,0.0,17000000,4
1392,Charles Aranguiz,3,17,29.0,1891.0,2.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,15000000,4
1393,Leon Bailey,4,17,20.0,1914.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,40000000,4
1394,Julian Baumgartlinger,3,17,30.0,1559.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,3500000,4
1395,Karim Bellarabi,4,17,28.0,1057.0,5.0,4.0,3.3,0.0,0.0,0.0,0.0,0.0,15000000,4
1396,Lars Bender,3,17,29.0,1361.0,1.0,4.0,1.1,0.0,0.0,0.0,0.0,0.0,9000000,4
1397,Sven Bender,2,17,29.0,1991.0,0.0,0.0,0.9,0.0,0.0,0.0,35.0,27.5,9000000,4
1398,Julian Brandt,3,17,22.0,2666.0,7.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,50000000,4
1399,Aleksandar Dragovic,2,17,27.0,1335.0,2.0,0.0,0.8,0.0,0.0,0.0,21.0,19.4,9000000,4
1400,Kai Havertz,3,17,19.0,2894.0,17.0,3.0,12.1,0.0,0.0,0.0,0.0,0.0,90000000,4
1401,Lukas Hradecky,1,17,28.0,2880.0,0.0,0.0,0.0,47.0,81.0,9.0,0.0,0.0,8000000,4
1402,Tin Jedvaj,2,17,22.0,1121.0,0.0,0.0,0.7,0.0,0.0,0.0,23.0,17.5,7500000,4
1403,Dominik Kohr,3,17,24.0,973.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,8500000,4
1404,Ramazan Ozcan,1,17,34.0,180.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,300000,4
1405,Paulinho,4,17,18.0,180.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,15000000,4
1406,Jonathan Tah,2,17,22.0,2937.0,3.0,1.0,1.1,0.0,0.0,0.0,51.0,42.8,40000000,4
1407,Kevin Volland,4,17,26.0,2814.0,14.0,9.0,13.8,0.0,0.0,0.0,0.0,0.0,35000000,4
1408,Mitchell Weiser,2,17,24.0,2111.0,1.0,3.0,0.5,0.0,0.0,0.0,38.0,30.8,14000000,4
1409,Wendell,2,17,25.0,2277.0,2.0,2.0,2.8,0.0,0.0,0.0,39.0,34.1,20000000,4
1410,Maximilian Arnold,3,44,24.0,2872.0,2.0,6.0,2.7,0.0,0.0,0.0,0.0,0.0,18000000,4
1411,Josip Brekalo,4,44,20.0,1415.0,3.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,15000000,4
1412,Ignacio Camacho,3,44,28.0,540.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5000000,4
1413,Koen Casteels,1,44,26.0,2295.0,0.0,0.0,0.0,39.0,79.0,8.0,0.0,0.0,13000000,4
1414,Yannick Gerhardt,3,44,24.0,2455.0,2.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0,10000000,4
1415,Daniel Ginczek,4,44,27.0,1276.0,6.0,2.0,3.8,0.0,0.0,0.0,0.0,0.0,12000000,4
1416,Josuha Guilavogui,3,44,27.0,1570.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12000000,4
1417,Felix Klaus,4,44,25.0,443.0,1.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,3000000,4
1418,Robin Knoche,2,44,26.0,2790.0,3.0,0.0,1.8,0.0,0.0,0.0,47.0,44.6,8000000,4
1419,Admir Mehmedi,4,44,27.0,1692.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,10000000,4
1420,Pavao Pervan,1,44,30.0,765.0,0.0,0.0,0.0,11.0,29.0,1.0,0.0,0.0,800000,4
1421,Elvis Rexhbecaj,3,44,20.0,1144.0,2.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,8000000,4
1422,Jerôme Roussillon,2,44,25.0,2461.0,3.0,4.0,1.7,0.0,0.0,0.0,42.0,39.4,20000000,4
1423,Renato Steffen,4,44,26.0,1503.0,5.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,5000000,4
1424,Marcel Tisserand,2,44,25.0,886.0,1.0,0.0,1.1,0.0,0.0,0.0,12.0,13.5,4500000,4
1425,Wout Weghorst,4,44,25.0,2925.0,17.0,7.0,14.3,0.0,0.0,0.0,0.0,0.0,25000000,4
1426,William,2,44,23.0,2675.0,2.0,1.0,1.4,0.0,0.0,0.0,44.0,41.5,11000000,4
1427,Simon Asta,2,66,17.0,90.0,0.0,0.0,0.1,0.0,0.0,0.0,8.0,3.6,250000,4
1428,Daniel Baier,3,66,34.0,2815.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,800000,4
1429,Sergio Cordova,4,66,20.0,531.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000000,4
1430,Alfred Finnbogason,4,66,29.0,1335.0,10.0,1.0,10.6,0.0,0.0,0.0,0.0,0.0,15000000,4
1431,Raphael Framberger,2,66,22.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.1,1000000,4
1432,Fabian Giefer,1,66,28.0,360.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,300000,4
1433,Felix Gotze,3,66,20.0,126.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1000000,4
1434,Jeffrey Gouweleeuw,2,66,27.0,2092.0,0.0,2.0,0.7,0.0,0.0,0.0,46.0,42.3,12000000,4
1435,Michael Gregoritsch,3,66,24.0,2487.0,6.0,2.0,10.1,0.0,0.0,0.0,0.0,0.0,12000000,4
1436,Andre Hahn,4,66,27.0,2052.0,4.0,4.0,2.9,0.0,0.0,0.0,0.0,0.0,3500000,4
1437,Martin Hinteregger,2,66,25.0,1575.0,2.0,0.0,0.9,0.0,0.0,0.0,30.0,27.8,12000000,4
1438,Fredrik Jensen,4,66,20.0,207.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2500000,4
1439,Rani Khedira,2,66,24.0,2624.0,4.0,1.0,1.5,0.0,0.0,0.0,53.0,49.1,10000000,4
1440,Andreas Luthe,1,66,31.0,1311.0,0.0,0.0,0.0,22.0,57.0,2.0,0.0,0.0,700000,4
1441,Philipp Max,2,66,24.0,2569.0,4.0,2.0,2.4,0.0,0.0,0.0,50.0,48.9,17000000,4
1442,Jan Moravek,3,66,28.0,757.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,750000,4
